triangle_node1,triangle_node2,triangle_node3,inconsistency_score,p_edge12,p_edge23,p_edge31,true_edge12,true_edge23,true_edge31,cluster_id1,cluster_id2,cluster_id3
30cd25f2-156d-46ca-b603-072b84ed2b32,c23489c9-f3a6-4ac8-bce3-294e90098d5c,f33c853d-8078-4018-b9d0-6df8064f7aa4,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
30cd25f2-156d-46ca-b603-072b84ed2b32,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,ea2f9a26-f75b-401e-9693-30a4a59307b8,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
30cd25f2-156d-46ca-b603-072b84ed2b32,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,e25f8525-96a1-40e2-8645-18730b855259,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
30cd25f2-156d-46ca-b603-072b84ed2b32,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,f33c853d-8078-4018-b9d0-6df8064f7aa4,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
5fcaa3d1-5cc6-4bb9-85a2-712ca6765d2e,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,ea2f9a26-f75b-401e-9693-30a4a59307b8,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
5fcaa3d1-5cc6-4bb9-85a2-712ca6765d2e,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,e25f8525-96a1-40e2-8645-18730b855259,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
5fcaa3d1-5cc6-4bb9-85a2-712ca6765d2e,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,f33c853d-8078-4018-b9d0-6df8064f7aa4,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
69b9f610-0083-4fe2-bc10-36c15e7af88c,c23489c9-f3a6-4ac8-bce3-294e90098d5c,f33c853d-8078-4018-b9d0-6df8064f7aa4,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
69b9f610-0083-4fe2-bc10-36c15e7af88c,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,ea2f9a26-f75b-401e-9693-30a4a59307b8,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
69b9f610-0083-4fe2-bc10-36c15e7af88c,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,e25f8525-96a1-40e2-8645-18730b855259,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
69b9f610-0083-4fe2-bc10-36c15e7af88c,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,f33c853d-8078-4018-b9d0-6df8064f7aa4,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
6cf07583-11c1-4762-b411-663ad87747d9,c23489c9-f3a6-4ac8-bce3-294e90098d5c,f33c853d-8078-4018-b9d0-6df8064f7aa4,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
6cf07583-11c1-4762-b411-663ad87747d9,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,ea2f9a26-f75b-401e-9693-30a4a59307b8,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
6cf07583-11c1-4762-b411-663ad87747d9,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,e25f8525-96a1-40e2-8645-18730b855259,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
6cf07583-11c1-4762-b411-663ad87747d9,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,f33c853d-8078-4018-b9d0-6df8064f7aa4,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
78eed350-34b8-4aa5-88d3-b94c24fa1560,c23489c9-f3a6-4ac8-bce3-294e90098d5c,f33c853d-8078-4018-b9d0-6df8064f7aa4,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
78eed350-34b8-4aa5-88d3-b94c24fa1560,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,ea2f9a26-f75b-401e-9693-30a4a59307b8,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
78eed350-34b8-4aa5-88d3-b94c24fa1560,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,e25f8525-96a1-40e2-8645-18730b855259,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
78eed350-34b8-4aa5-88d3-b94c24fa1560,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,f33c853d-8078-4018-b9d0-6df8064f7aa4,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
d65b10aa-f2db-46de-a71e-5afab353d64f,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,ea2f9a26-f75b-401e-9693-30a4a59307b8,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
d65b10aa-f2db-46de-a71e-5afab353d64f,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,e25f8525-96a1-40e2-8645-18730b855259,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
d65b10aa-f2db-46de-a71e-5afab353d64f,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,f33c853d-8078-4018-b9d0-6df8064f7aa4,0.6199999999999999,0.8,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
81a8f25a-920e-4873-8079-2a3aaac8c73d,b49fc520-eadf-427e-90ae-20a1544e36c9,dbe22e60-7b8e-4f79-a55b-8cb9d666346a,0.5800000000000001,0.9,1.0,0.4,True,True,True,4103032340,4103032340,4103032340
5fcaa3d1-5cc6-4bb9-85a2-712ca6765d2e,c23489c9-f3a6-4ac8-bce3-294e90098d5c,f33c853d-8078-4018-b9d0-6df8064f7aa4,0.58,0.7,0.3,1.0,True,True,True,4046214503,4046214503,4046214503
30cd25f2-156d-46ca-b603-072b84ed2b32,c23489c9-f3a6-4ac8-bce3-294e90098d5c,d65b10aa-f2db-46de-a71e-5afab353d64f,0.5599999999999999,0.8,0.4,1.0,True,True,True,4046214503,4046214503,4046214503
30cd25f2-156d-46ca-b603-072b84ed2b32,c23489c9-f3a6-4ac8-bce3-294e90098d5c,ea2f9a26-f75b-401e-9693-30a4a59307b8,0.5599999999999999,0.8,0.4,1.0,True,True,True,4046214503,4046214503,4046214503
30cd25f2-156d-46ca-b603-072b84ed2b32,c23489c9-f3a6-4ac8-bce3-294e90098d5c,e25f8525-96a1-40e2-8645-18730b855259,0.5599999999999999,0.8,0.4,1.0,True,True,True,4046214503,4046214503,4046214503
69b9f610-0083-4fe2-bc10-36c15e7af88c,c23489c9-f3a6-4ac8-bce3-294e90098d5c,d65b10aa-f2db-46de-a71e-5afab353d64f,0.5599999999999999,0.8,0.4,1.0,True,True,True,4046214503,4046214503,4046214503
69b9f610-0083-4fe2-bc10-36c15e7af88c,c23489c9-f3a6-4ac8-bce3-294e90098d5c,ea2f9a26-f75b-401e-9693-30a4a59307b8,0.5599999999999999,0.8,0.4,1.0,True,True,True,4046214503,4046214503,4046214503
69b9f610-0083-4fe2-bc10-36c15e7af88c,c23489c9-f3a6-4ac8-bce3-294e90098d5c,e25f8525-96a1-40e2-8645-18730b855259,0.5599999999999999,0.8,0.4,1.0,True,True,True,4046214503,4046214503,4046214503
6cf07583-11c1-4762-b411-663ad87747d9,c23489c9-f3a6-4ac8-bce3-294e90098d5c,d65b10aa-f2db-46de-a71e-5afab353d64f,0.5599999999999999,0.8,0.4,1.0,True,True,True,4046214503,4046214503,4046214503
6cf07583-11c1-4762-b411-663ad87747d9,c23489c9-f3a6-4ac8-bce3-294e90098d5c,ea2f9a26-f75b-401e-9693-30a4a59307b8,0.5599999999999999,0.8,0.4,1.0,True,True,True,4046214503,4046214503,4046214503
6cf07583-11c1-4762-b411-663ad87747d9,c23489c9-f3a6-4ac8-bce3-294e90098d5c,e25f8525-96a1-40e2-8645-18730b855259,0.5599999999999999,0.8,0.4,1.0,True,True,True,4046214503,4046214503,4046214503
78eed350-34b8-4aa5-88d3-b94c24fa1560,c23489c9-f3a6-4ac8-bce3-294e90098d5c,d65b10aa-f2db-46de-a71e-5afab353d64f,0.5599999999999999,0.8,0.4,1.0,True,True,True,4046214503,4046214503,4046214503
78eed350-34b8-4aa5-88d3-b94c24fa1560,c23489c9-f3a6-4ac8-bce3-294e90098d5c,ea2f9a26-f75b-401e-9693-30a4a59307b8,0.5599999999999999,0.8,0.4,1.0,True,True,True,4046214503,4046214503,4046214503
78eed350-34b8-4aa5-88d3-b94c24fa1560,c23489c9-f3a6-4ac8-bce3-294e90098d5c,e25f8525-96a1-40e2-8645-18730b855259,0.5599999999999999,0.8,0.4,1.0,True,True,True,4046214503,4046214503,4046214503
7fc10705-a9b6-43f5-ac01-09afb6c26e1a,a4b1c643-e576-4a77-93ce-05da79c07f67,e38cf04e-d0d9-494c-ad55-c03024348090,0.5599999999999999,1.0,0.8,0.4,True,True,True,4093863733,4093863733,4093863733
7fc10705-a9b6-43f5-ac01-09afb6c26e1a,afc48142-d896-44f4-b4f0-45a43240c25d,e38cf04e-d0d9-494c-ad55-c03024348090,0.5599999999999999,1.0,0.8,0.4,True,True,True,4093863733,4093863733,4093863733
7fc10705-a9b6-43f5-ac01-09afb6c26e1a,a3777210-e0d5-4032-a621-1366f57406cb,e38cf04e-d0d9-494c-ad55-c03024348090,0.5599999999999999,1.0,0.8,0.4,True,True,True,4093863733,4093863733,4093863733
a3777210-e0d5-4032-a621-1366f57406cb,b0e6966d-8ebe-4c13-bc22-b50ef0d72179,e38cf04e-d0d9-494c-ad55-c03024348090,0.5599999999999999,1.0,0.4,0.8,True,True,True,4093863733,4093863733,4093863733
a4b1c643-e576-4a77-93ce-05da79c07f67,b0e6966d-8ebe-4c13-bc22-b50ef0d72179,e38cf04e-d0d9-494c-ad55-c03024348090,0.5599999999999999,1.0,0.4,0.8,True,True,True,4093863733,4093863733,4093863733
afc48142-d896-44f4-b4f0-45a43240c25d,b0e6966d-8ebe-4c13-bc22-b50ef0d72179,e38cf04e-d0d9-494c-ad55-c03024348090,0.5599999999999999,1.0,0.4,0.8,True,True,True,4093863733,4093863733,4093863733
c23489c9-f3a6-4ac8-bce3-294e90098d5c,d65b10aa-f2db-46de-a71e-5afab353d64f,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,0.5599999999999999,0.4,0.8,1.0,True,True,True,4046214503,4046214503,4046214503
